Artist
Little River Band,https://i.scdn.co/image/ab6761610000e5eb9a44d8722feae811910ddba6
Eric Clapton,https://i.scdn.co/image/ab6772690000c46ca60e8f215103f6841d8a83f0
R.E.M.,https://i.scdn.co/image/ab6761610000e5eb6334ab6a83196f36475ada7f
Jerry Butler,https://i.scdn.co/image/ab6761610000e5ebae993c6650c349b13b1a4371
The Cars,https://i.scdn.co/image/ccef506dcc1eafa2f44270918b3ba962e67ea3ad
Brandy,https://i.scdn.co/image/ab6761610000e5ebb39417aaafb9c373e78594ef
Chris Young,https://i.scdn.co/image/ab6761610000e5eb51ee8748bfa263f595857c28
Trey Songz,https://i.scdn.co/image/ab6761610000e5ebfd7cca32a58a9bb263fb5c4a
Luke Combs,https://i.scdn.co/image/ab6761610000e5ebbd634295d99c61823c517c3f
Carly Simon,https://i.scdn.co/image/ab6761610000e5eb8a121647ac451ef6397d40cd
John Mayer,https://i.scdn.co/image/ab6761610000e5ebe926dd683e1700a6d65bd835
The Miracles,https://i.scdn.co/image/ab6761610000e5eb759c0f70b6f292e1ab364d9c
T.I.,https://i.scdn.co/image/ab6761610000e5eb12057d342f33c61b3768f2bc
Tina Turner,https://i.scdn.co/image/ab6761610000e5eb22102415297132237b78829d
matchbox twenty,https://i.scdn.co/image/ab6761610000e5eb2600695faee2deeb736755f0
Billie Eilish,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da
Johnny Tillotson,https://i.scdn.co/image/ab6761610000e5eb6566c424564eaf56427fc636
Survivor,https://i.scdn.co/image/da30acd2c9d0f32f5f5a2d69f32c2d30335466b5
Johnny Mathis,https://i.scdn.co/image/ab6761610000e5ebc388621eabac860a2db9af71
George Michael,https://i.scdn.co/image/ab6761610000e5ebd919dbf4e6ed3e695ba6339d
The 4 Seasons,https://i.scdn.co/image/ab6761610000e5ebb327bc619c6db2f9dce5f431
The Who,https://i.scdn.co/image/9cd709cabb4a614b4f1dd9ec256a5f30e21f0150
Goo Goo Dolls,https://i.scdn.co/image/ab6761610000e5ebd06647dddf0f321a49934437
Steve Winwood,https://i.scdn.co/image/8a6cfe2373a091c0041b2bae6e576e395944eacd
Bob Seger,https://i.scdn.co/image/ab6761610000e5ebd98e2abb8fbebc2e2340f178
Darius Rucker,https://i.scdn.co/image/ab6761610000e5eb17f1bb8128fc6e637e4240d7
Air Supply,https://i.scdn.co/image/ab6761610000e5eb79bedf7da0a906b84128f3af
Alice Cooper,https://i.scdn.co/image/ab6761610000e5eb33b97c45348420d27fb92d68
New Edition,https://i.scdn.co/image/44e1b32aa085bd943fabd36678804d3fd3b8fb67
INXS,https://i.scdn.co/image/ab6761610000e5eb9bfd44c9bd2aae22edfd99bf
En Vogue,https://i.scdn.co/image/ab6761610000e5eb6bb7f8ea26ac28c8d18efd8e
Glee Cast,https://i.scdn.co/image/5b5a95f260ac429405e871777e3c17c9126c30ad
Jonas Brothers,https://i.scdn.co/image/ab6761610000e5ebab4364d80728df548a4f7d77
Gene Pitney,https://i.scdn.co/image/6770f28ad7fbc90ef3efed8749c9aa5871f18fa1
Daughtry,https://i.scdn.co/image/ab6761610000e5eb8d77449249782b0163f351a2
Dan + Shay,https://i.scdn.co/image/ab6761610000e5eb2447af13925471ebb858bfe1
Shawn Mendes,https://i.scdn.co/image/ab6761610000e5eb93e1fe183be0aebda170283a
Sugarland,https://i.scdn.co/image/ab6761610000e5ebed9c4a676ace03ebf1f8a35f
Joe Simon,https://i.scdn.co/image/98b31da2186c6b6a2e0cdd726b052042718f97b6
B.J. Thomas,https://i.scdn.co/image/90e52266d0463ef6215a393d55c4c8604c957d36
Don Henley,https://i.scdn.co/image/e3bb4b09ffbf0a8f420ae14837208056cf64451e
The Kinks,https://i.scdn.co/image/ab6761610000e5eb81f4e878e8b959fa68f15322
The Marvelettes,https://i.scdn.co/image/6c35aa5919baa5acc3700d65087963e5c5c784b8
Billy Ocean,https://i.scdn.co/image/ab6761610000e5eb32077f76ce695c7dfa2686aa
Bobby Goldsboro,https://i.scdn.co/image/06d38d3736c5646927e56769e8a7df965e5643bd
Dr. Hook,https://i.scdn.co/image/db8117c5757ee73c402eda5dd52c29cdcc3cfbbd
The Hollies,https://i.scdn.co/image/722e36849bde408b99330c713ebeb19157eabc89
Lenny Kravitz,https://i.scdn.co/image/ab6761610000e5ebe0cf058473839f1c9f49937e
The Moody Blues,https://i.scdn.co/image/ab6761610000e5eb8beccf59fd551fff989deae1
Lifehouse,https://i.scdn.co/image/ab6761610000e5eb12e6a316cab1c10592429fa4
Jackson 5,https://i.scdn.co/image/19f768d93f6c80f7d4ca5b906e1c0376a3704389
Travis Scott,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71
Paula Abdul,https://i.scdn.co/image/ab6761610000e5eba7ba20987b161a07aa30e79f
Bette Midler,https://i.scdn.co/image/a87715e524d6751a54c70abf7074aaf810ff8a4b
Dean Martin,https://i.scdn.co/image/ab6761610000e5eb4dccee2f9fe2960b14f9a4d3
Trace Adkins,https://i.scdn.co/image/ab6761610000e5eb075290d0f64dbdd4efae7f41
Al Green,https://i.scdn.co/image/ab6761610000e5eb40414f6bc097e707be574dae
J. Cole,https://i.scdn.co/image/ab6761610000e5eb4b053c29fd4b317ff825f0dc
Selena Gomez,https://i.scdn.co/image/ab6761610000e5ebc3c753851496854e29abff7a
Babyface,https://i.scdn.co/image/ab6761610000e5eb943d4d6105fa7dff59b4015a
Toto,https://i.scdn.co/image/ab6761610000e5eb06e39ff6226750abb2a8fdb8
Sam Hunt,https://i.scdn.co/image/ab6761610000e5eb800647d0d619aa4bbfc10a53
Bobby Vee,https://i.scdn.co/image/b7b3441a818ee3b20644e656b721b7fc251e7744
The Righteous Brothers,https://i.scdn.co/image/21584a935b760f20b4b08f7f9ddd012c12437798
Lil Uzi Vert,https://i.scdn.co/image/ab6761610000e5eb1234d2f516796badbdf16a89
Expose,https://i.scdn.co/image/dd971867bf3590ea127dcbd195bfb854eae7bfcf
Jodeci,https://i.scdn.co/image/b4600df5d140fabc3e596758c9d4c9ccc83326ba
The Grass Roots,https://i.scdn.co/image/77eb02bc12630e5fcc069a24ee6b60103020280e
Nat King Cole,https://i.scdn.co/image/ab6761610000e5eb12cfc0c902710269d3a954aa
The Dave Clark Five,https://i.scdn.co/image/ab6761610000e5ebb66a687d53818e1e9f5cdeb5
Bobby Brown,https://i.scdn.co/image/7d381fcf203f0e83fbcfd5ce485dc9edbe593196
Joe Tex,https://i.scdn.co/image/2313fad43bc64283c63c84a0570e4e3bd879b695
The Guess Who,https://i.scdn.co/image/ab6761610000e5eb468683d4f0caaa7939517741
Sting,https://i.scdn.co/image/ab6761610000e5eb9fdb4dab484a9f12e347c216
Frankie Avalon,https://i.scdn.co/image/098aeea8a8f7c3a4d5629f649e1966a9885eb5d5
Lee Brice,https://i.scdn.co/image/ab6761610000e5eba18fe96d08b1cd5e1b6e3d24
Cheap Trick,https://i.scdn.co/image/ab6772690000c46c5ad27b7aba43e761f7e3ec46
Wings,https://i.scdn.co/image/826d206c73f95f1353383c17f27f22aeb628369a
SWV,https://i.scdn.co/image/ab6761610000e5eb2c43fa54ddf21c961d2fd6c3
Morgan Wallen,https://i.scdn.co/image/ab6761610000e5ebcdb9694bfa4a026ee19426ae
The Fray,https://i.scdn.co/image/ab6761610000e5eb09346c91165702351da32f07
Color Me Badd,https://i.scdn.co/image/ab6761610000e5ebcd6dfcee3975c3fcae2115d7
Jr. Walker & The All Stars,https://i.scdn.co/image/ead0ca5746226e1bfbc53b7d848f3cd4d1318e37
Taylor Dayne,https://i.scdn.co/image/ab6761610000e5ebd6944ca0fcb7fc4d2aecad46
The Shirelles,https://i.scdn.co/image/9a51fe462a957dfe6b25a65a08bafcfcbbf5e673
Ricky Nelson,https://i.scdn.co/image/99ee90438c46d52c9007866740f5504834d20f99
Captain & Tennille,https://i.scdn.co/image/3a01eb4ab84de08dd5d380ea9201c9dc8dbc6cdf
B.B. King,https://i.scdn.co/image/ffb3ff26238fe635a230bb0feb59dd0a5b209b6f
Cyndi Lauper,https://i.scdn.co/image/ab6761610000e5eb72f5bad471601240967563d6
Metallica,https://i.scdn.co/image/ab6761610000e5eb69ca98dd3083f1082d740e44
Johnny Cash,https://i.scdn.co/image/ab6761610000e5eb94a8326675bfcafb20f0a235
Depeche Mode,https://i.scdn.co/image/ab6761610000e5ebaff13c9484fdad590ccfb73c
Paul Davis,https://i.scdn.co/image/b34b220d7703779d990fe1a92187e5a78096bb3d
OutKast,https://i.scdn.co/image/ab6761610000e5eb0cb3f95b9f8f7337e135a925
Billy Idol,https://i.scdn.co/image/ab6761610000e5ebd42c6334786bfdea92beeb5d
Gary Allan,https://i.scdn.co/image/ab6761610000e5eb3fdd52d1b8cadac4597f5308
Juice WRLD,https://i.scdn.co/image/ab6761610000e5eb1908e1a8b79abf71d5598944
Bobby Bland,https://i.scdn.co/image/7a3cfae4df22dcd8b4cce106108d5171761095ba
New Kids On The Block,https://i.scdn.co/image/ab6761610000e5ebafbfd2419f09f43d625c2a3e
Ginuwine,https://i.scdn.co/image/c8bc9979554744c06b3c62b7e94b82cd9303ec81
America,https://i.scdn.co/image/ab6761610000e5eb49aea42a8f287068f2793d67
Poison,https://i.scdn.co/image/ab67616d0000b273f78bb04e337eb2cb5e249cb4
Jermaine Jackson,https://i.scdn.co/image/a5b575d7d570111d947eac7724b3544717f575ea
Vanessa Williams,https://i.scdn.co/image/ab6761610000e5eb95216e73a9f4d833cbf8c1d9
Creed,https://i.scdn.co/image/ab6761610000e5eb0d86c8971cc4d6fa63d58bae
